,wine_index,white_wine,white_wineries,white_regions,white_countries,white_avg_wine_ratings,white_avg_price,vintage_year
7158,7158,Marlborough Sauvignon Blanc 2014,Waipara Hills,Marlborough,New Zealand,3.8,15.87,2014.0
7159,7159,Pfefferer 2015,Colterenzio,Alto Adige,Italy,4.2,12.48,2015.0
7160,7160,Koonunga Hill Chardonnay 2015,Penfolds,South Australia,Australia,3.3,12.48,2015.0
7161,7161,"[u""Chablis Grand Cru Reserve de l'Ob\xe9dience Les Blanchots 2006""]",Laroche,Bourgogne,France,4.5,82.24,2006.0
7162,7162,Chardonnay 2007,Kongsgaard,Napa Valley,United States,4.4,95.0,2007.0
7163,7163,Albari\xf1o R\xedas Baixas 2014,Lagar Da Condesa,R\xedas Baixas,Spain,3.9,14.83,2014.0
7164,7164,Fiano di Avellino 2011,Rocca del Principe,Campania,Italy,3.9,21.58,2011.0
7165,7165,Sauvignon Blanc Valle Central,Walnut Crest,Valle de Rapel,Chile,3.1,7.28,
7166,7166,Pernand-Vergelesses 1er Cru Sous Fr\xe9tille 2008,Deux Montille,Bourgogne,France,4.4,57.99,2008.0
7167,7167,Sauvignon Blanc,Terrunyo,Valle Central,Chile,3.8,22.99,
7168,7168,Bric del Gaian Red,Berta,Piemonte,Italy,4.5,117.0,
7169,7169,Pinot Grigio delle Venezie 2015,Piccini,Toscana,Italy,3.3,11.98,2015.0
7170,7170,California Collection Pinot Grigio,Beringer Vineyards,St. Helena,United States,3.5,6.98,
7171,7171,Pinot Bianco Alto Adige 2014,Elena Walch,Alto Adige,Italy,3.5,16.98,2014.0
7172,7172,Vinha do Bispado Branco 2014,CARM,Douro Superior,Portugal,3.9,6.98,2014.0
7173,7173,Chateau de Fontaine-Audon Sancerre 2011,Langlois-Chateau,Saumur,France,3.8,24.98,2011.0
7174,7174,Vinho Verde Branco 2015,Arca Nova,Minho,Portugal,3.6,9.98,2015.0
7175,7175,HANDS OF TIME Chardonnay 2012,"[u""Stag's Leap Wine Cellars""]",Napa Valley,United States,3.8,26.98,2012.0
7176,7176,Friulano,Livio Felluga,Colli Orientali del Friuli,Italy,3.7,24.5,
7177,7177,M\xe2con-Villages,Georges Duboeuf,Beaujolais,France,3.2,13.28,
7178,7178,Bordeaux Blanc 2014,Mouton Cadet,Bordeaux,France,3.3,10.98,2014.0
7179,7179,Pinot Grigio 2015,Voga,Florida,United States,3.7,10.85,2015.0
7180,7180,Great American Wine Company Chardonnay 2012,Rosenblum Cellars,California,United States,3.6,9.98,2012.0
7181,7181,"[u""Crocodile's Lair Kaaimansgat Chardonnay 2013""]",Bouchard Finlayson,Walker Bay,South Africa,3.8,21.68,2013.0
7182,7182,Greco Taburno Sannio 2013,Rivolta,Campania,Italy,3.6,25.99,2013.0
7183,7183,Savenni\xe8res 2011,Patrick Baudouin,Saumur,France,4.1,34.69,2011.0
7184,7184,Estate Sauvignon Blanc 2014,Do\xf1a Paula,Mendoza,Argentina,3.7,11.98,2014.0
7185,7185,Sauvignon Blanc,Root 1,Washington,United States,3.5,10.27,
7186,7186,Il Dosso Barbarossa,Fattoria Paradiso,Emilia-Romagna,Italy,3.9,29.69,
7187,7187,Estate Luminesce Seven Hills Vineyard,"[u""L'Ecole No 41""]",Columbia Valley,United States,3.7,24.0,
7188,7188,Terrasses Blanc,Ch\xe2teau Pesquie,Ventoux,France,3.6,15.48,
7189,7189,No.198 Reserve Riesling 2012,Boundary Breaks,Finger Lakes,United States,4.1,21.52,2012.0
7190,7190,Le Mont Sancerre 2015,Foucher,Loire Valley,France,4.1,18.98,2015.0
7191,7191,Chardonnay Vine Hill Vineyard 2013,Kistler Vineyards,Sonoma County,United States,4.3,119.98,2013.0
7192,7192,Chardonnay,Arrowood,California,United States,3.9,16.98,
7193,7193,Stellenbosch Chardonnay 2010,Uva Mira Mountain Vineyards,Stellenbosch,South Africa,4.6,39.15,2010.0
7194,7194,Tropical Fruits Chardonnay,Arbor Mist,New York,United States,3.2,4.98,
7195,7195,cuv\xe9e Ren\xe9 Dopff Alsace Riesling 2013,Dopff & Irion,Alsace,France,3.6,13.48,2013.0
7196,7196,Pinot Grigio 2011,Da Vinci,Toscana,Italy,3.3,11.23,2011.0
7197,7197,Old vines Garnacha Blanca 2013,Espelt,Catalunya,Spain,3.6,12.48,2013.0
7198,7198,"[u""Winemaker's Series Special Harvest Riesling""]",Ste Chapelle,Idaho,United States,3.9,10.98,
7199,7199,Chardonnay,Lander-Jenkins,California,United States,3.7,14.38,
7200,7200,Clos de Mazeray Meursault Blanc 2009,Domaine Jacques Prieur,Bourgogne,France,4.2,79.47,2009.0
7201,7201,Signature Collection Pinot Gris 2014,King Estate,Willamette Valley,United States,3.9,16.98,2014.0
7202,7202,Sauvignon Blanc 2013,Reyneke,Coastal Region,South Africa,3.9,26.23,2013.0
7203,7203,P\xeara-Manca Branco 2011,Cartuxa,Evora,Portugal,4.5,273.25,2011.0
7204,7204,Riesling Villa Loosen 2014,Dr. Loosen,Mosel,Germany,3.8,11.68,2014.0
7205,7205,Exultet Fiano Di Avellino 2011,Quintodecimo,Campania,Italy,4.5,76.79,2011.0
7206,7206,Pinot Grigio 2014,Livio Felluga,Colli Orientali del Friuli,Italy,3.8,24.98,2014.0
7207,7207,Cuv\xe9e Marine Cotes De Gascogne 2015,M\xe9nard,Gascogne,France,3.9,9.73,2015.0
7208,7208,Vin Jaune En Spois 2005,Andre et Mireille Tissot,Jura,France,4.0,60.0,2005.0
7209,7209,Chassagne-Montrachet Premier Cru Morgeot 2011,Domaine Ramonet,C\xf4te de Beaune,France,4.5,104.99,2011.0
7210,7210,Montrachet 2004,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.9,4573.39,2004.0
7211,7211,Fuzelo Vinho Verde,Adega de Mon\xe7\xe3o,Vinho Verde,Portugal,3.4,7.63,
7212,7212,Riesling 2012,Lingenfelder,Pfalz,Germany,3.6,12.78,2012.0
7213,7213,Chardonnay 2014,Robert Mondavi Private Selection,Central Coast,United States,3.4,9.98,2014.0
7214,7214,Barbazzale Bianco,Cottanera,Terre Siciliane,Italy,3.5,14.98,
7215,7215,Chardonnay 2011,Silver Buckle,California,United States,3.8,13.98,2011.0
7216,7216,"[u""Viognier Les Vignes d'\xe0 C\xf4t\xe9 2012""]",Yves Cuilleron,Rhone Valley,France,3.8,23.99,2012.0
7217,7217,Russian River Valley Chardonnay 2012,Fritz Estate,Sonoma County,United States,3.8,22.98,2012.0
7218,7218,Chardonnay 2014,Joseph Carr,Rutherford,United States,3.5,17.97,2014.0
7219,7219,Montagny 1er Cru Les Coeres 2014,Feuillat Juillot,C\xf4te Chalonnaise,France,3.8,28.99,2014.0
7220,7220,Puligny-Montrachet 1er Cru Le Cailleret 2006,Domaine de Montille,C\xf4te de Beaune,France,4.8,164.98,2006.0
7221,7221,Butter California Chardonnay,Jam,California,United States,3.9,15.98,
7222,7222,Vouvray Le Mont Demi-Sec 2008,Domaine Huet,Vouvray,France,4.0,49.98,2008.0
7223,7223,Hyde Vineyard Chardonnay 2012,HDV,Napa Valley,United States,4.2,64.98,2012.0
7224,7224,The Berry Box Edgebaston,Finlayson,Stellenbosch,South Africa,3.5,13.99,
7225,7225,La Cala Vermentino di Sardegna 2015,Sella & Mosca,Sardegna,Italy,3.6,11.98,2015.0
7226,7226,Sancerre Le MD De Bourgeois 2014,Henri Bourgeois,Sancerre,France,4.1,24.93,2014.0
7227,7227,Rully Blanc 2013,Joseph Drouhin,Bourgogne,France,3.8,26.97,2013.0
7228,7228,Yellow Label Chardonnay,Wolf Blass,Barossa,Australia,3.3,10.98,
7229,7229,Toscana Dogajolo Bianco,Carpineto,Toscana,Italy,3.6,13.38,
7230,7230,Sauvignon Blanc 2015,Spy Valley,Marlborough,New Zealand,4.0,14.98,2015.0
7231,7231,Lyric Sauvignon Blanc - Chenin Blanc - Chardonnay 2013,Nederburg,Coastal Region,South Africa,3.2,7.79,2013.0
7232,7232,Pinot Bianco 2015,Terlan,Alto Adige,Italy,3.7,18.98,2015.0
7233,7233,Moscato di Noto 2013,Planeta,Terre Siciliane,Italy,3.3,22.93,2013.0
7234,7234,Estate Chardonnay 2012,Rodney Strong,Sonoma County,United States,3.9,23.58,2012.0
7235,7235,Moscato Limone,Bellina(IT),"[u""Moscato d'Asti""]",Italy,3.6,11.92,
7236,7236,Chardonnay 2014,Frei Brothers,Sonoma County,United States,3.8,16.71,2014.0
7237,7237,Verdejo Montepedroso,Finca Montepedroso,Rioja,Spain,3.5,15.6,
7238,7238,Bin 65 Chardonnay,"[u""Lindeman's""]",South Eastern Australia,Australia,3.3,6.98,
7239,7239,North Fork Of Long Island Chenin Blanc Dry Table 2014,Paumanok,Long Island,United States,3.9,25.98,2014.0
7240,7240,Elston Chardonnay 2014,Te Mata,"[u""Hawke's Bay""]",New Zealand,3.9,30.98,2014.0
7241,7241,Montenovo Godello Valdeorras 2014,Valdesil,Galicia,Spain,3.5,15.24,2014.0
7242,7242,Chardonnay Unoaked The First Lady 2013,Warwick,Stellenbosch,South Africa,3.5,13.63,2013.0
7243,7243,"[u""Coquille d'Oc Blanc 2012""]",Sainte Rose,Languedoc-Roussillon,France,3.6,14.99,2012.0
7244,7244,Riesling Z\xf6binger Heiligenstein 2013,Weingut Brundlmayer,Nieder\xf6sterreich,Austria,4.0,39.99,2013.0
7245,7245,Sonoma County Sauvignon Blanc 2014,Trione,Sonoma County,United States,4.5,22.99,2014.0
7246,7246,Elgin Chardonnay,Iona,Overberg,South Africa,3.8,20.79,
7247,7247,"[u""Moscato d'Asti""]",Vino dei Fratelli,Piemonte,Italy,4.4,11.98,
7248,7248,Montinore Pinot Gris,Montinore Estate,Oregon,United States,3.7,13.98,
7249,7249,Heart Has its Rieslings,Bonny Doon,California,United States,3.6,15.98,
7250,7250,Chardonnay,Barefoot,Napa Valley,United States,3.2,6.98,
7251,7251,Chardonnay Dolomiti 2014,Pojer e Sandri,Trentino,Italy,3.5,251.88,2014.0
7252,7252,Domaine Sainte Claire Petit Chablis,Domaine Jean-Marc Brocard,Chablis,France,3.5,18.79,
7253,7253,Sauternes 1er Cru Class\xe9 2007,Clos Haut-Peyraguey,Sauternes,France,4.2,60.94,2007.0
7254,7254,Atlantis White,Argyros,Santorini,Greece,3.6,18.98,
7255,7255,Pinot Grigio 2015,Zenato,Veneto,Italy,3.7,10.95,2015.0
7256,7256,Napa Valley White 2013,Matthiasson,Napa Valley,United States,3.9,39.98,2013.0
7257,7257,Castello della Sala Cervaro della Sala 2013,Marchesi Antinori,Toscana,Italy,4.3,49.94,2013.0
7258,7258,M\xe2con Solutr\xe9-Pouilly Sur Le Mont 2014,Domaine Cheveau,M\xe2connais,France,3.4,22.49,2014.0
7259,7259,Crozes Hermitage Les Jalets Blanc 2013,Paul Jaboulet A\xeen\xe9,Rhone Valley,France,3.8,35.99,2013.0
7260,7260,Meandro Douro Branco,Quinta do Vale Me\xe3o,Douro,Portugal,3.8,19.97,
7261,7261,Rully Vieilles Vignes,Vincent Girardin,Bourgogne,France,3.5,25.18,
7262,7262,Alsace Blanc,Domaine Marcel Deiss,Alsace,France,3.8,23.88,
7263,7263,Cuv\xe9e Prestige Chardonnay,La Croix Du Pin,Languedoc-Roussillon,France,3.3,9.39,
7264,7264,Sauvignon Blanc 2015,Whitehaven,Marlborough,New Zealand,4.1,16.98,2015.0
7265,7265,Oakley Eighty-Two White,Cline,Los Carneros,United States,3.5,9.88,
7266,7266,Junmai Daiginjo 2015,Dassai,,,4.4,89.95,2015.0
7267,7267,Chardonnay,Fisheye,California,United States,3.2,9.53,
7268,7268,Lugana Riserva Sergio 2013,Zenato,Veneto,Italy,4.1,35.97,2013.0
7269,7269,Mon Plaisir 2009,Peter Michael Winery,Knights Valley,United States,4.6,98.99,2009.0
7270,7270,Burg Le Vignoble Feodal 2008,Domaine Marcel Deiss,Alsace,France,4.4,49.0,2008.0
7271,7271,Vermentino (Etichetta Grigia/Grey Label) 2015,Lvnae,Liguria,Italy,3.6,26.06,2015.0
7272,7272,Riesling Grand Cru Schoenenbourg Selection Vieilles Vignes de Riquewihr 2004,Dopff au Moulin,"[u""Cr\xe9mant d'Alsace""]",France,4.5,19.58,2004.0
7273,7273,Chardonnay,Novellum,Languedoc,France,3.6,11.98,
7274,7274,Sauvignon Blanc,Oyster Bay,Marlborough,New Zealand,3.8,11.98,
7275,7275,EA Branco 2014,Cartuxa,Evora,Portugal,3.4,8.88,2014.0
7276,7276,Gew\xfcrztraminer Alsace Grand Cru Hengst,Domaine Zind Humbrecht,Alsace,France,4.0,81.98,
7277,7277,Sonoma Coast Chardonnay 2012,Banshee,California,United States,3.3,20.97,2012.0
7278,7278,Gew\xfcrztraminer Alsace Grand Cru Furstentum Cuv\xe9e Laurence,Domaine Weinbach,Alsace,France,4.4,207.38,
7279,7279,Clos Des Ambres Meursault 2010,Arnaud Ente,Bourgogne,France,4.4,191.99,2010.0
7280,7280,Nu\xdfberg Alte Reben,Wieninger,Wien,Austria,3.9,37.79,
7281,7281,Chardonnay,Duck Pond Cellars,Willamette Valley,United States,3.0,11.98,
7282,7282,"[u""Kathy's Cuv\xe9e Viognier 2009""]",Rosenblum Cellars,California,United States,3.6,22.79,2009.0
7283,7283,Viognier Varietales,Bodega Garzon,Maldonado,Uruguay,3.5,14.75,
7284,7284,"[u""Grand Cru d'Anjou Savenni\xe8res""]","[u""Ch\xe2teau d'Epir\xe9""]",Savenni\xe8res,France,3.5,23.13,
7285,7285,C\xf4te de Beaune Blanc 2013,Joseph Drouhin,Bourgogne,France,3.8,41.29,2013.0
7286,7286,Single Vineyard Sauvignon Blanc 2014,Errazuriz,Valle de Aconcagua,Chile,3.6,25.05,2014.0
7287,7287,Puligny-Montrachet 2013,Jean Chartron,C\xf4te de Beaune,France,4.3,638.94,2013.0
7288,7288,The Young Airhawk,Nederburg,Coastal Region,South Africa,4.0,26.63,
7289,7289,Clava Reserve Chardonnay 2014,Quintay,Aconcagua,Chile,3.4,9.98,2014.0
7290,7290,Bianco,Fontana di Papa,Lazio,Italy,2.3,6.98,
7291,7291,"[u""Winemaker's Select Sauvignon Blanc""]",Blackstone,California,United States,3.0,11.98,
7292,7292,Sancerre Les Panseillots 2014,Guillerault-Fargette,Upper Loire,France,3.8,20.96,2014.0
7293,7293,Cotes De Gascogne,M\xe9nard,Gascogne,France,3.6,11.93,
7294,7294,Chardonnay,Robert Mondavi Private Selection,Central Coast,United States,3.5,8.98,
7295,7295,Selection Sauvignon Blanc,Nautilus,Marlborough,New Zealand,3.7,16.98,
7296,7296,Meursault Les Vireuils,Domaine Coche-Dury,C\xf4te de Beaune,France,4.7,299.15,
7297,7297,Puligny-Montrachet 1er Cru Clos De La Mouchere 2005,Domaine Henri Boillot,Meursault,France,4.6,149.99,2005.0
7298,7298,Pinot Grigio,Cielo e Terra,Veneto,Italy,3.5,7.98,
7299,7299,Sauvignon Blanc 2015,Buitenverwachting ,Constantia,South Africa,3.8,13.97,2015.0
7300,7300,Provincia di Pavia Pinot Grigio,Bartenura,Piemonte,Italy,3.5,14.05,
7301,7301,Bourgogne Aligot\xe9 Sous Chatelet,"[u""Domaine d'Auvenay (Lalou Bize Leroy)""]",Meursault,France,4.4,99.19,
7302,7302,Chardonnay 2013,Vigilance,California,United States,4.1,14.98,2013.0
7303,7303,Sauvignon Blanc Reserve 2013,Dancing Bull,California,United States,3.6,9.24,2013.0
7304,7304,Saint Joseph 2012,Faury,Northern Rh\xf4ne,France,3.8,27.98,2012.0
7305,7305,La Meirana Gavi 2015,Broglia,Piemonte,Italy,4.1,18.98,2015.0
7306,7306,Section 94 Sauvignon Blanc 2012,Dog Point,Marlborough,New Zealand,3.9,29.97,2012.0
7307,7307,Diamond Collection Yellow Label Sauvignon Blanc 2014,Francis Ford Coppola,California,United States,3.7,13.98,2014.0
7308,7308,Ch\xe2teauneuf-Du-Pape,Comte de Lauze,Ch\xe2teauneuf-du-Pape,France,4.0,40.69,
7309,7309,Chardonnay 2013,Walt,Sonoma County,United States,4.0,35.48,2013.0
7310,7310,Le Troncsec Pouilly-Fum\xe9 2014,Joseph Mellot,Loire Valley,France,3.8,28.99,2014.0
7311,7311,Faustine Vieilles Vignes 2013,Abbatucci,Corsica,France,3.9,39.98,2013.0
7312,7312,Riesling Alsace Clos H\xe4userer 2009,Domaine Zind Humbrecht,Alsace,France,4.1,42.46,2009.0
7313,7313,Branco,Porca de Murca,Douro,Portugal,3.3,15.89,
7314,7314,Sauvignon Blanc,Recanati,Galil,Israel,3.4,14.48,
7315,7315,Coenobium 2013,Monastero Suore Cistercensi,Lazio,Italy,4.0,24.97,2013.0
7316,7316,Capitel Croce,Roberto Anselmi,Verona,Italy,3.8,22.34,
7317,7317,Estate Chardonnay,Iron Horse,Russian River Valley,United States,3.7,25.99,
7318,7318,Santorini,Artemis Karamolegos,Santorini,Greece,3.5,25.19,
7319,7319,La Pucelle Rully 1er Cru 2012,Albert Sounit,Rully,France,4.1,31.78,2012.0
7320,7320,Sauvignon Blanc,Kenwood,Sonoma County,United States,3.4,11.98,
7321,7321,Villa Antinori Toscana Bianco,Marchesi Antinori,Toscana,Italy,3.7,13.98,
7322,7322,Ch\xe2teauneuf-du-Pape Blanc 2014,Domaine Chante Cigale,Ch\xe2teauneuf-du-Pape,France,3.7,38.48,2014.0
7323,7323,Sauvignon Blanc 2015,Josh Cellars,Napa Valley,United States,3.9,12.98,2015.0
7324,7324,Kretikos White Boutari 2011,Boutari,Attiki,Greece,3.4,12.48,2011.0
7325,7325,Classico Dei Castelli di Jesi Verdicchio 2014,Bucci,Marche,Italy,3.7,20.97,2014.0
7326,7326,Santa Lucia Highlands Reserve Chardonnay,Mer Soleil,Santa Lucia Highlands,United States,4.1,27.98,
7327,7327,Br\xe9z\xe9 Saumur Blanc 2007,Clos Rougeard,Saumur,France,4.1,189.98,2007.0
7328,7328,Marlborough Sauvignon Blanc 2015,Sunday Bay,Marlborough,New Zealand,4.0,15.98,2015.0
7329,7329,Corton-Charlemagne Grand Cru,Benjamin Leroux,Bourgogne,France,4.5,220.44,
7330,7330,Sicilia Ram\xec 2013,COS,Terre Siciliane,Italy,3.7,28.98,2013.0
7331,7331,Pouilly-Fum\xe9,Cedrick Bardin,Upper Loire,France,3.8,22.89,
7332,7332,Chardonnay Reserve,Cakebread Cellars,Rutherford,United States,4.4,71.2,
7333,7333,Bin 95 Sauvignon Blanc 2015,"[u""Lindeman's""]",South Eastern Australia,Australia,3.3,7.96,2015.0
7334,7334,The Little White Prince 2013,Karavitakis,Crete,Greece,3.4,13.97,2013.0
7335,7335,Sauvignon Blanc,Hall Wines,St. Helena,United States,3.8,21.98,
7336,7336,Les Hauts Lieux Sauvignon,Famille Bougrier,Loire Valley,France,3.6,20.0,
7337,7337,Corton-Charlemagne Grand Cru 2005,Louis Latour,C\xf4te de Nuits,France,4.3,139.93,2005.0
7338,7338,Lumina Pinot Grigio 2014,Ruffino,Toscana,Italy,3.5,9.98,2014.0
7339,7339,Pinot Grigio Unoaked,Simply Naked,Central Coast,United States,3.4,7.94,
7340,7340,Corton-Charlemagne Grand Cru 2010,Vincent Girardin,Bourgogne,France,4.4,125.0,2010.0
7341,7341,Lake County White Riesling,HaGafen,Napa Valley,United States,4.0,19.48,
7342,7342,Primo Amore Moscato Puglia,Zonin,Veneto,Italy,4.3,10.98,
7343,7343,Riesling Alsace Grand Cru Schlossberg Cuv\xe9e Sainte Catherine 2008,Domaine Weinbach,Alsace,France,4.5,44.99,2008.0
7344,7344,L\xe9gende Bordeaux Blanc,Barons de Rothschild (Lafite),Bordeaux,France,3.4,15.93,
7345,7345,Gato Negro Sauvignon Blanc,San Pedro,Valle Central,Chile,3.1,5.68,
7346,7346,Stephane Robert Saint-Peray Roussanne 2013,Domaine du Tunnel,Rhone Valley,France,3.8,39.0,2013.0
7347,7347,Pinot Grigio,CK Mondavi,California,United States,3.3,6.98,
7348,7348,"[u""Moscato d'Asti 2012""]",Vino dei Fratelli,Piemonte,Italy,4.4,13.99,2012.0
7349,7349,California Chardonnay,Leaping Horse,California,United States,3.2,9.48,
7350,7350,Chardonnay 2014,Murphy-Goode,California,United States,3.6,12.98,2014.0
7351,7351,Rioja Capellania 2011,Marqu\xe9s de Murrieta,Rioja,Spain,3.7,28.96,2011.0
7352,7352,Meursault 2009,Louis Jadot,Bourgogne,France,3.9,49.94,2009.0
7353,7353,Pinot Blanc Alsace,Hugel,Alsace,France,3.7,14.98,
7354,7354,Sablet C\xf4tes du Rh\xf4ne Villages,Les Goubert,Southern Rh\xf4ne,France,3.3,6.99,
7355,7355,Entre-Deux-Mers 2013,Ch\xe2teau de Fontenille,Rhone Valley,France,3.5,6.68,2013.0
7356,7356,Pinot Grigio Promessa 2015,Castello di Gabbiano,Chianti Classico,Italy,3.1,8.98,2015.0
7357,7357,Chardonnay 2014,Two Vines,Washington,United States,3.7,7.98,2014.0
7358,7358,Pinot Grigio S\xfcdtirol-Alto Adige 2015,Cantina Tramin,Trentino-Alto Adige,Italy,3.7,14.98,2015.0
7359,7359,Chardonnay 2015,Angeline,Russian River Valley,United States,3.9,11.78,2015.0
7360,7360,Chassagne-Montrachet Premier Cru Les Chenevottes 2011,Philippe Colim,C\xf4te de Beaune,France,4.4,190.0,2011.0
7361,7361,Sauvignon Blanc 2014,14 Hands,Washington,United States,3.4,11.98,2014.0
7362,7362,Pinot Bianco,Alois Lageder ,Alto Adige,Italy,3.7,14.03,
7363,7363,Sancerre 2015,Domaine de la Villaudi\xe8re,Sancerre,France,4.0,19.82,2015.0
7364,7364,Les Boucauds Sancerre 2014,Claude Riffault,Loire Valley,France,4.1,29.97,2014.0
7365,7365,Les Pierres Chardonnay,Sonoma-Cutrer,Russian River Valley,United States,4.2,38.99,
7366,7366,Chardonnay,Ferrari Carano,Sonoma County,United States,3.9,24.82,
7367,7367,Rheinhessen Liebfraumilch,Leonard Kreusch,Rheinhessen,Germany,3.8,6.73,
7368,7368,Chevalier-Montrachet Grand Cru La Cabotte,Bouchard P\xe8re & Fils,Bourgogne,France,4.4,662.48,
7369,7369,Chardonnay 2013,Souverain,North Coast,United States,3.8,11.98,2013.0
7370,7370,Sauvignon Blanc 2014,Joseph Phelps,St. Helena,United States,3.9,34.13,2014.0
7371,7371,Thomas Hyland Chardonnay,Penfolds,South Australia,Australia,3.4,14.29,
7372,7372,R\xe9serve della Contessa 2014,Manincor,Trentino-Alto Adige,Italy,3.8,23.47,2014.0
7373,7373,"[u""Vintner's Reserve Special Select Chardonnay 2014""]",Kendall-Jackson,California,United States,3.7,16.96,2014.0
7374,7374,Chardonnay,Charles Krug,St. Helena,United States,3.7,16.98,
7375,7375,Luberon La Ciboise Blanc 2014,M. Chapoutier,Rhone Valley,France,3.5,14.97,2014.0
7376,7376,Steinterrassen Federspiel Riesling 2012,Franz Hirtzberger,Wien,Austria,4.0,35.48,2012.0
7377,7377,Sauvignon Blanc 2013,Sterling,Calistoga,United States,3.6,14.98,2013.0
7378,7378,DB Family Selection Gew\xfcrztraminer - Riesling 2014,De Bortoli,New South Wales,Australia,3.5,8.43,2014.0
7379,7379,Eileen Hardy Chardonnay 2013,Hardys,South Australia,Australia,3.6,17.97,2013.0
7380,7380,Les Champs Gain Puligny Montrachet 1 Er Cru,Francois Carillon,C\xf4te de Beaune,France,4.3,83.88,
7381,7381,Godello Valdeorras 2014,Godeval,Galicia,Spain,3.9,14.98,2014.0
7382,7382,Puligny-Montrachet 2013,Jean-Louis Chavy,C\xf4te de Beaune,France,4.0,55.25,2013.0
7383,7383,Marlborough Sticky End Noble Sauvignon Blanc 2011,Marisco,Marlborough,New Zealand,4.2,30.99,2011.0
7384,7384,Aconcagua Costa Sauvignon Blanc 2015,Errazuriz,Valle de Aconcagua,Chile,3.8,17.07,2015.0
7385,7385,Rivaner 2014,Clos des Eglantiers,Moselle,Luxembourg,4.0,38.14,2014.0
7386,7386,Nelson Gew\xfcrztraminer,Seifried,Nelson,New Zealand,3.9,17.97,
7387,7387,Chardonnay 2013,Two Oceans,Western Cape,South Africa,3.2,9.78,2013.0
7388,7388,Pouilly-Fum\xe9 Terres Blanches 2014,Pascal Jolivet,Sancerre,France,4.0,32.49,2014.0
7389,7389,Chardonnay,Almenkerk Wine Estate,Western Cape,South Africa,4.5,12.47,
7390,7390,Pinot Gris,Bolney Wine Estate,Sussex,United Kingdom,3.4,22.71,
7391,7391,Chardonnay,Gantenbein,Graub\xfcnden,Switzerland,4.4,148.19,
7392,7392,Napa Valley Chardonnay 2013,Aviary,Napa Valley,United States,4.1,19.98,2013.0
7393,7393,Chardonnay 2014,Trefethen,Napa Valley,United States,3.9,28.78,2014.0
7394,7394,Moscato,Gallo Family Vineyards,California,United States,3.6,5.48,
7395,7395,Prosecco Italia,Da Luca,Puglia,Italy,3.5,10.98,
7396,7396,Beauroy Sancerre,Reverdy Ducroux,Upper Loire,France,3.9,18.13,
7397,7397,Belle C\xf4te 2012,Peter Michael Winery,Knights Valley,United States,4.6,196.99,2012.0
7398,7398,Malvasia Bianca 2012,Birichino,Santa Cruz County,United States,3.8,15.48,2012.0
7399,7399,M\xfcller Thurgau 2013,Abbazia di Novacella,Trentino-Alto Adige,Italy,3.5,19.83,2013.0
7400,7400,Blanc Des Rosis Bianco Venezia Giulia 2010,Schiopetto,Friuli-Venezia Giulia,Italy,4.5,332.0,2010.0
7401,7401,Pinot Grigio 2015,Cupcake Vineyards,California,United States,3.5,8.98,2015.0
7402,7402,Unique Chardonnay Y Malans,Donatsch,Eastern Switzerland,Switzerland,4.5,67.61,
7403,7403,Sauternes Grand Cru Class\xe9 2009,Ch\xe2teau Doisy-Vedrines,Sauternes,France,4.1,46.48,2009.0
7404,7404,Chassagne-Montrachet Blanc 2011,Louis Jadot,Bourgogne,France,3.9,63.32,2011.0
7405,7405,M\xe2con-Verz\xe9,Domaine Leflaive,Bourgogne,France,3.8,43.78,
7406,7406,Belguardo Vermentino Bianco Toscana 2015,Mazzei,Chianti,Italy,3.7,21.99,2015.0
7407,7407,Ch\xe2teauneuf-du-Pape Blanc 2012,Clos des Papes (Paul Avril),Ch\xe2teauneuf-du-Pape,France,3.7,88.98,2012.0
7408,7408,Tradition Pinot Blanc Alsace,Kuentz-Bas,Alsace,France,3.4,17.28,
7409,7409,Marani 2013,Sartori,Verona,Italy,3.7,14.76,2013.0
7410,7410,Manzoni Bianco Fontanasanta 2013,Foradori,Trentino-Alto Adige,Italy,4.0,29.97,2013.0
7411,7411,Carmes de Rieussec Sauternes 2010,Ch\xe2teau Rieussec,Sauternes,France,3.9,34.66,2010.0
